K01 雙城站,,,,,,,,
20,K02 玫瑰中國城,,,,,,,
20,20,K03 台北小城,,,,,,
20,20,20,K04 耕莘安康院區,,,,,
20,20,20,20,K05 景文科大,,,,
20,20,20,20,20,K06 安康,,,
20,20,20,20,20,20,K07 陽光運動公園,,
25,25,20,20,20,20,20,K08 新和國小,
25,25,25,25,20,20,20,20,K09 十四張
