V01 紅樹林,,,,,,,,,,,,,
20,V02 竿蓁林,,,,,,,,,,,,
20,20,V03 淡金鄧公,,,,,,,,,,,
20,20,20,V04 淡江大學,,,,,,,,,,
20,20,20,20,V05 淡金北新,,,,,,,,,
20,20,20,20,20,V06 新市一路,,,,,,,,
20,20,20,20,20,20,V07 淡水行政中心,,,,,,,
25,20,20,20,20,20,20,V08 濱海義山,,,,,,
25,25,20,20,20,20,20,20,V09 濱海沙崙,,,,,
25,25,20,20,20,20,20,20,20,V10 淡海新市鎮,,,,
25,25,25,20,20,20,20,20,20,20,V11 崁頂,,,
25,25,20,20,20,20,20,20,20,20,20,V26 淡水漁人碼頭站,,
25,25,25,20,20,20,20,20,20,20,20,20,V27 沙崙站,
30,25,25,25,25,20,20,20,20,20,20,20,20,V28 台北海洋大學站
