id, name
V01, 紅樹林
V02, 竿蓁林
V03, 淡金鄧公
V04, 淡江大學
V05, 淡金北新
V06, 新市一路
V07, 淡水行政中心
V08, 濱海義山
V09, 濱海沙崙
V10, 淡海新市鎮
V11, 崁頂
V26, 淡水漁人碼頭站
V27, 沙崙站
V28, 台北海洋大學站
