BR01動物園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,BR02木柵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,50,50,45,45,45,40,40,40,35,40,40,45,45,50,50,50,55,55,55,55,55,50,45,45,40,40,40,40,35,35,35,35,30,30,30,25,25,25,20,20,20,20,20,R22A新北投,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,50,50,50,50,45,45,40,40,40,40,40,40,45,50,50,50,55,55,55,55,55,55,55,45,45,45,40,40,40,40,35,35,35,35,30,30,30,25,25,25,20,20,20,20,20,R23復興崗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,55,50,50,50,45,45,45,40,40,40,45,50,50,55,55,55,55,55,60,55,55,55,50,45,45,45,45,40,40,40,35,35,35,35,35,30,30,25,25,25,20,20,20,20,20,R24忠義,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,55,55,50,50,50,45,45,45,40,45,45,50,50,55,55,55,55,60,60,60,55,55,50,50,45,45,45,45,40,40,40,40,35,35,35,30,30,30,25,25,25,20,20,20,20,20,R25關渡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,55,55,55,55,50,50,50,45,45,45,50,55,55,55,55,60,60,60,60,60,60,60,55,50,50,50,50,45,45,45,40,40,40,40,40,35,35,30,30,30,25,25,25,25,20,20,20,R26竹圍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,60,60,55,55,55,55,50,50,50,50,50,55,55,60,60,60,60,65,65,65,60,60,55,55,55,50,50,50,50,45,45,45,45,45,40,40,35,35,35,30,30,30,25,30,25,20,20,20,R27紅樹林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,60,60,60,60,55,55,55,55,50,55,55,60,60,60,60,65,65,65,65,65,65,65,60,55,55,55,55,55,50,50,50,50,45,45,45,40,40,40,35,35,35,30,30,35,30,25,25,20,20,R28淡水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,45,40,40,40,35,35,35,35,35,40,40,45,45,50,50,50,55,55,50,50,50,50,40,35,35,35,30,30,30,30,30,35,35,35,35,40,40,45,45,45,50,50,50,50,55,55,55,60,60,65,G01新店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,40,40,40,35,35,35,30,35,35,35,40,45,45,45,50,50,50,55,50,50,45,45,35,35,35,30,30,30,30,30,30,30,35,35,35,40,40,40,45,45,45,45,50,50,50,55,55,55,60,60,20,G02新店區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,40,40,35,35,35,30,30,30,35,35,35,40,45,45,45,50,50,50,50,45,45,45,35,35,30,30,30,25,25,30,30,30,30,30,35,35,40,40,40,40,45,45,45,50,50,50,55,55,60,60,20,20,G03七張,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,45,40,40,40,35,35,35,35,35,40,40,45,45,50,50,50,55,55,50,50,50,50,40,35,35,35,30,30,30,30,30,35,35,35,35,40,40,45,45,45,50,50,50,50,55,55,55,60,60,65,20,20,20,G03A小碧潭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,40,35,35,35,30,30,30,30,30,35,35,40,40,45,45,45,50,50,45,45,45,45,35,30,30,30,25,25,25,25,30,30,30,30,30,35,35,40,40,40,45,45,45,45,50,50,50,55,55,60,20,20,20,20,G04/Y07大坪林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,35,35,35,30,30,30,25,30,30,30,35,40,40,40,45,45,45,50,45,45,40,40,30,30,30,25,25,25,25,25,25,25,30,30,30,35,35,35,40,40,40,40,45,45,45,50,50,55,55,60,20,20,20,20,20,G05景美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,35,35,30,30,30,25,25,25,30,30,30,35,40,40,40,45,45,45,45,40,40,40,30,30,25,25,25,20,20,25,25,25,25,25,30,30,35,35,35,35,40,40,40,45,45,45,50,50,55,55,25,20,20,20,20,20,G06萬隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,35,30,30,25,25,25,20,25,25,25,30,35,35,40,40,40,45,45,40,40,40,35,25,25,25,20,20,20,20,20,20,20,25,25,25,30,30,30,35,35,35,40,40,40,40,45,45,50,55,55,25,25,20,25,20,20,20,G07公館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,30,30,30,30,25,25,20,20,20,25,25,30,30,35,35,40,40,40,40,40,40,35,35,25,25,20,20,20,20,20,20,20,20,20,25,25,25,30,30,30,35,35,35,40,40,40,45,45,50,50,55,25,25,25,25,20,20,20,20,G08台電大樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,30,30,25,25,20,20,20,20,20,25,25,30,35,35,35,40,40,40,40,35,35,35,25,25,20,20,20,20,20,20,20,20,20,20,25,25,25,30,30,30,35,35,35,40,40,40,45,45,50,55,30,25,25,30,25,20,20,20,20,G09/O05古亭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,30,30,25,25,20,20,20,20,20,25,25,30,30,35,35,40,40,40,40,35,35,35,25,20,20,20,20,20,20,20,20,20,20,20,20,25,25,30,30,30,30,35,35,35,40,40,40,45,50,50,30,30,25,30,25,25,20,20,20,20,G10/R08中正紀念堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,30,30,30,30,25,25,20,20,20,25,25,25,30,35,35,35,40,40,40,40,40,35,35,25,25,20,20,20,20,20,20,20,20,20,20,20,25,25,30,30,30,35,35,35,40,40,40,40,45,50,55,30,30,30,30,25,25,25,20,20,20,20,G11小南門,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,30,30,30,25,25,25,20,20,20,25,25,30,30,35,35,35,40,40,40,35,35,35,25,25,25,20,20,20,20,20,20,20,20,20,20,25,25,25,30,30,30,35,35,35,35,40,40,45,50,50,30,30,30,30,30,25,25,20,20,20,20,20,G12/BL11西門,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,35,30,30,30,25,25,25,20,20,20,25,30,30,35,35,35,40,40,40,40,35,35,30,25,25,25,20,20,20,20,20,20,20,20,20,20,25,25,25,30,30,30,35,35,35,40,40,45,45,50,35,30,30,35,30,25,25,25,20,20,20,20,20,G13北門,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,30,30,30,25,25,25,20,20,20,20,20,25,30,30,30,35,35,35,35,35,35,35,25,25,25,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,30,30,30,35,35,35,40,40,45,50,35,30,30,35,30,25,25,20,20,20,20,20,20,20,G14/R11中山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,30,30,25,25,25,20,20,20,20,20,20,25,25,30,30,30,35,35,35,35,30,30,25,25,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,30,30,30,35,35,35,40,40,45,45,50,35,35,30,35,30,30,25,25,20,20,20,20,20,20,20,G15/O08松江南京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,30,25,25,20,20,20,20,20,20,20,20,20,25,25,30,30,30,35,35,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,30,30,30,30,35,35,35,40,40,40,45,50,50,35,35,35,35,30,30,30,25,25,20,20,25,20,20,20,20,G16/BR11南京復興,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,30,30,25,25,20,20,20,20,20,20,20,25,25,30,30,30,35,35,35,35,30,30,25,25,20,20,20,20,25,20,20,20,20,20,25,25,25,30,30,30,35,35,35,40,40,40,45,45,50,55,40,35,35,40,35,30,30,25,25,25,25,25,25,20,20,20,20,G17台北小巨蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,30,30,30,25,25,25,20,20,20,20,20,25,30,30,30,35,35,35,35,35,35,35,25,25,25,20,25,25,25,25,25,20,20,25,25,30,30,30,35,35,35,35,40,40,40,45,45,50,50,55,40,40,35,40,35,35,30,30,25,25,25,25,25,25,20,20,20,20,G18南京三民,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,35,30,30,30,25,25,25,20,20,20,25,30,30,35,35,35,40,40,40,40,35,35,30,25,25,25,25,25,30,25,25,25,25,25,25,30,30,35,35,35,40,40,40,40,45,45,45,50,55,55,40,40,40,40,35,35,35,30,30,30,30,30,25,25,25,20,20,20,20,G19松山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,40,35,35,35,30,30,30,30,30,35,35,40,40,45,45,45,50,50,45,45,45,45,35,30,30,30,25,25,25,25,25,30,30,30,30,35,35,40,40,40,45,45,45,45,50,50,50,55,55,60,30,25,25,30,25,25,25,25,25,25,25,25,25,30,30,30,30,35,35,35,O01南勢角,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
